en,ru,bleu,acceptability
Music is a common speech for humanity.,Музыка - это обычная речь для человечества.,0.0,0.99590516
Music is a common speech for humanity.,Музыка - это общечеловеческая речь.,0.0,0.9973672
Music started playing in the restaurant so there was a real romantic mood.,"Музыка начала играть в ресторане, поэтому было действительно романтичное настроение.",0.0,0.9132942
Music started playing in the restaurant so there was a real romantic mood.,"Музыка начала играть в ресторане, так что было действительно романтичное настроение.",0.0,0.7503024
Musical talent can be developed if it's properly trained.,"Музыкальный талант может быть развит, если он хорошо обучен.",0.0,0.9786355
Musical talent can be developed if it's properly trained.,Музыкальный талант можно развить при надлежащей подготовке.,0.7071067811865475,0.9960813
Musicians are usually sensitive to criticism.,Музыканты обычно чувствительны к критике.,1.0,0.9971693
Must I answer in English?,Мне ответить на английском?,0.0,0.99674857
Must I answer in English?,Должен ли я отвечать по-английски?,0.0,0.9972263
Must I speak English?,Я должен говорить по-английски?,0.0,0.9959196
My apathy for voting comes from my distaste for politics.,Моя апатия к голосованию исходит от моего неприязни к политике.,0.0,0.002575007
My apathy for voting comes from my distaste for politics.,Моя апатия к голосованию связана с моим неприятным отношением к политике.,0.0,0.9915004
My aunt lives in New York.,Моя тетя живет в Нью-Йорке.,0.0,0.9966192
My backyard can hold more than ten people.,Мой задний двор может удержать больше десяти человек.,0.5969491792019646,0.9901916
My bag was stolen.,Моя сумка была украдена.,1.0,0.99787223
My band name's Red Hot.,Моя группа - Ред Хот.,0.0,0.99486583
My band name's Red Hot.,Меня зовут Ред Хот.,0.0,0.9952382
"My bath towel was wet, so it was of no use.","Мое полотенце в ванной было мокрое, так что оно было бесполезно.",0.0,0.9913085
"My bath towel was wet, so it was of no use.","Мое полотенце в ванной было мокрым, так что это было бесполезно.",0.0,0.99613035
My bicycle has a flat tire.,У моего велосипеда спущена шина.,0.0,0.9977736
My bicycle was gone when I returned.,"Мой велосипед исчез, когда я вернулся.",0.0,0.9946837
My birthday is coming soon.,Мой день рождения скоро настанет.,0.0,0.9982376
My birthday is coming soon.,Скоро мой день рождения.,0.668740304976422,0.99746215
My brother and I shared the room.,Мы с братом разделили комнату.,0.0,0.9976139
My brother is very important. At least he thinks he is.,"Мой брат очень важен. По крайней мере, он так думает.",0.7048050905062194,0.9950989
My brother-in-law is ready to lose his temper at trifles.,Мой зять готов сойти с ума от пустяков.,0.0,0.99843806
My brother-in-law is ready to lose his temper at trifles.,Мой шурин готов сойти с ума из-за пустяков.,0.0,0.9980515
